学習地点,Tier_Factor
東京都江東区佐賀１丁目,1.0333333333333334
東京都江東区冬木,1.0
東京都江東区北砂１丁目,1.0
東京都江東区北砂３丁目,1.0
東京都江東区北砂４丁目,1.0
東京都江東区北砂５丁目,1.0
東京都江東区北砂６丁目,1.0
東京都江東区千石１丁目,1.0
東京都江東区千石３丁目,1.0
東京都江東区南砂１丁目,1.025
東京都江東区南砂２丁目,1.0
東京都江東区南砂３丁目,1.0
東京都江東区南砂５丁目,1.0
東京都江東区南砂６丁目,1.0
東京都江東区南砂７丁目,1.0
東京都江東区古石場２丁目,1.0
東京都江東区古石場３丁目,1.0
東京都江東区塩浜１丁目,1.0
東京都江東区塩浜２丁目,1.0
東京都江東区大島１丁目,1.01
東京都江東区大島２丁目,1.0
東京都江東区大島３丁目,1.0
東京都江東区大島５丁目,1.0
東京都江東区大島７丁目,1.0125
東京都江東区大島８丁目,1.0
東京都江東区大島９丁目,1.0
東京都江東区富岡２丁目,1.0
東京都江東区平野２丁目,1.0
東京都江東区平野３丁目,1.0
東京都江東区扇橋１丁目,1.0
東京都江東区扇橋２丁目,1.0
東京都江東区扇橋３丁目,1.0
東京都江東区新大橋１丁目,1.0
東京都江東区新大橋２丁目,1.0166666666666666
東京都江東区新砂３丁目,1.0
東京都江東区有明１丁目,1.0225806451612902
東京都江東区有明２丁目,1.0
東京都江東区木場２丁目,1.0
東京都江東区木場３丁目,1.025
東京都江東区木場５丁目,1.0
東京都江東区木場６丁目,1.0
東京都江東区東砂１丁目,1.0
東京都江東区東砂３丁目,1.0
東京都江東区東砂４丁目,1.0
東京都江東区東砂６丁目,1.0
東京都江東区東砂７丁目,1.00625
東京都江東区東砂８丁目,1.0
東京都江東区東陽１丁目,1.0
東京都江東区東陽２丁目,1.0235294117647058
東京都江東区東陽３丁目,1.0
東京都江東区東陽４丁目,1.0
東京都江東区東陽５丁目,1.0
東京都江東区東陽７丁目,1.0
東京都江東区東雲１丁目,1.0303571428571427
東京都江東区東雲２丁目,1.0
東京都江東区枝川１丁目,1.0
東京都江東区枝川３丁目,1.0
東京都江東区森下１丁目,1.0
東京都江東区森下３丁目,1.0
東京都江東区森下４丁目,1.0
東京都江東区毛利１丁目,1.01
東京都江東区永代１丁目,1.0
東京都江東区永代２丁目,1.0
東京都江東区深川１丁目,1.0
東京都江東区深川２丁目,1.0
東京都江東区清澄１丁目,1.025
東京都江東区清澄２丁目,1.0
東京都江東区潮見１丁目,1.0
東京都江東区牡丹１丁目,1.0
東京都江東区牡丹２丁目,1.0
東京都江東区牡丹３丁目,1.0
東京都江東区猿江１丁目,1.0
東京都江東区猿江２丁目,1.0
東京都江東区白河２丁目,1.0
東京都江東区白河３丁目,1.0
東京都江東区白河４丁目,1.0
東京都江東区豊洲１丁目,1.0
東京都江東区豊洲２丁目,1.0
東京都江東区豊洲３丁目,1.0
東京都江東区豊洲４丁目,1.0058823529411764
東京都江東区豊洲５丁目,1.05
東京都江東区豊洲６丁目,1.0
東京都江東区越中島１丁目,1.0
東京都江東区越中島２丁目,1.0375
東京都江東区辰巳１丁目,1.0142857142857142
東京都江東区門前仲町１丁目,1.0
東京都渋谷区上原１丁目,1.0
東京都渋谷区上原２丁目,1.01
東京都渋谷区上原３丁目,1.0
東京都渋谷区代々木１丁目,1.0125
東京都渋谷区代々木２丁目,1.0
東京都渋谷区代々木３丁目,1.01
東京都渋谷区代々木４丁目,1.0
東京都渋谷区代々木５丁目,1.0058823529411764
東京都渋谷区代官山町,1.0166666666666666
東京都渋谷区元代々木町,1.0
東京都渋谷区円山町,1.0
東京都渋谷区初台１丁目,1.0076923076923077
東京都渋谷区初台２丁目,1.0
東京都渋谷区千駄ヶ谷１丁目,1.0
東京都渋谷区千駄ヶ谷２丁目,1.0
東京都渋谷区千駄ヶ谷３丁目,1.03125
東京都渋谷区千駄ヶ谷４丁目,1.0846153846153843
東京都渋谷区千駄ヶ谷５丁目,1.0
東京都渋谷区南平台町,1.0
東京都渋谷区大山町,1.125
東京都渋谷区宇田川町,1.0
東京都渋谷区富ヶ谷１丁目,1.025
東京都渋谷区富ヶ谷２丁目,1.0
東京都渋谷区幡ヶ谷１丁目,1.0
東京都渋谷区幡ヶ谷２丁目,1.0045454545454546
東京都渋谷区幡ヶ谷３丁目,1.0
東京都渋谷区広尾１丁目,1.0
東京都渋谷区広尾２丁目,1.0
東京都渋谷区広尾３丁目,1.0
東京都渋谷区広尾４丁目,1.0
東京都渋谷区広尾５丁目,1.0
東京都渋谷区恵比寿南１丁目,1.05
東京都渋谷区恵比寿南２丁目,1.0
東京都渋谷区恵比寿南３丁目,1.0166666666666666
東京都渋谷区恵比寿西１丁目,1.0
東京都渋谷区恵比寿西２丁目,1.0
東京都渋谷区恵比寿１丁目,1.0611111111111111
東京都渋谷区恵比寿２丁目,1.0
東京都渋谷区恵比寿３丁目,1.0133333333333334
東京都渋谷区恵比寿４丁目,1.0
東京都渋谷区本町１丁目,1.0
東京都渋谷区本町２丁目,1.0
東京都渋谷区本町３丁目,1.0
東京都渋谷区本町４丁目,1.0
東京都渋谷区本町５丁目,1.0
東京都渋谷区本町６丁目,1.0
東京都渋谷区東１丁目,1.0
東京都渋谷区東２丁目,1.0
東京都渋谷区東３丁目,1.0
東京都渋谷区東４丁目,1.025
東京都渋谷区松濤１丁目,1.0125
東京都渋谷区松濤２丁目,1.00625
東京都渋谷区桜丘町,1.0
東京都渋谷区渋谷１丁目,1.02
東京都渋谷区渋谷２丁目,1.0
東京都渋谷区渋谷３丁目,1.03
東京都渋谷区渋谷４丁目,1.0
東京都渋谷区猿楽町,1.011111111111111
東京都渋谷区神宮前１丁目,1.0
東京都渋谷区神宮前２丁目,1.0
東京都渋谷区神宮前３丁目,1.0
東京都渋谷区神宮前４丁目,1.0
東京都渋谷区神宮前５丁目,1.0166666666666666
東京都渋谷区神宮前６丁目,1.0333333333333334
東京都渋谷区神山町,1.0
東京都渋谷区神泉町,1.0
東京都渋谷区笹塚１丁目,1.0071428571428571
東京都渋谷区笹塚２丁目,1.0
東京都渋谷区笹塚３丁目,1.0
東京都渋谷区西原１丁目,1.0
東京都渋谷区西原２丁目,1.0166666666666666
東京都渋谷区鉢山町,1.0
東京都港区三田１丁目,1.063157894736842
東京都港区三田２丁目,1.0
東京都港区三田４丁目,1.0
東京都港区三田５丁目,1.0
東京都港区元赤坂１丁目,1.0
東京都港区元麻布１丁目,1.0
東京都港区元麻布２丁目,1.0
東京都港区元麻布３丁目,1.0
東京都港区六本木１丁目,1.05
東京都港区六本木２丁目,1.0
東京都港区六本木３丁目,1.0
東京都港区六本木４丁目,1.0166666666666666
東京都港区六本木５丁目,1.0125
東京都港区六本木６丁目,1.0
東京都港区六本木７丁目,1.038888888888889
東京都港区北青山１丁目,1.0
東京都港区南青山１丁目,1.075
東京都港区南青山２丁目,1.05
東京都港区南青山３丁目,1.0
東京都港区南青山４丁目,1.0
東京都港区南青山５丁目,1.0
東京都港区南青山６丁目,1.0
東京都港区南青山７丁目,1.0
東京都港区南麻布１丁目,1.04
東京都港区南麻布２丁目,1.0
東京都港区南麻布４丁目,1.0
東京都港区南麻布５丁目,1.0
東京都港区台場２丁目,1.0375
東京都港区新橋４丁目,1.0
東京都港区新橋５丁目,1.0
東京都港区新橋６丁目,1.025
東京都港区東新橋１丁目,1.0
東京都港区東新橋２丁目,1.0
東京都港区東麻布１丁目,1.04
東京都港区東麻布２丁目,1.0
東京都港区浜松町１丁目,1.0
東京都港区浜松町２丁目,1.0
東京都港区海岸１丁目,1.06
東京都港区海岸２丁目,1.0
東京都港区海岸３丁目,1.0
東京都港区港南２丁目,1.0125
東京都港区港南３丁目,1.0055555555555555
東京都港区港南４丁目,1.0
東京都港区白金台２丁目,1.075
東京都港区白金台３丁目,1.0
東京都港区白金台５丁目,1.0166666666666666
東京都港区白金１丁目,1.08
東京都港区白金２丁目,1.0
東京都港区白金４丁目,1.0
東京都港区白金６丁目,1.025
東京都港区芝公園２丁目,1.0
東京都港区芝大門１丁目,1.0
東京都港区芝浦１丁目,1.02
東京都港区芝浦２丁目,1.0204545454545455
東京都港区芝浦４丁目,1.011111111111111
東京都港区芝１丁目,1.0
東京都港区芝２丁目,1.0
東京都港区芝３丁目,1.0125
東京都港区芝４丁目,1.0
東京都港区芝５丁目,1.0
東京都港区虎ノ門３丁目,1.075
東京都港区虎ノ門４丁目,1.05
東京都港区西新橋１丁目,1.0
東京都港区西麻布１丁目,1.0
東京都港区西麻布２丁目,1.0
東京都港区西麻布３丁目,1.0
東京都港区西麻布４丁目,1.0
東京都港区赤坂２丁目,1.0
東京都港区赤坂４丁目,1.0
東京都港区赤坂６丁目,1.0
東京都港区赤坂７丁目,1.0
東京都港区赤坂８丁目,1.0
東京都港区赤坂９丁目,1.0
東京都港区高輪１丁目,1.0
東京都港区高輪２丁目,1.0
東京都港区高輪３丁目,1.00625
東京都港区高輪４丁目,1.0
東京都港区麻布十番１丁目,1.0
東京都港区麻布十番２丁目,1.0
東京都港区麻布十番３丁目,1.0
東京都港区麻布十番４丁目,1.0
東京都港区麻布台１丁目,1.0
東京都港区麻布台３丁目,1.0
東京都港区麻布狸穴町,1.0
東京都目黒区三田１丁目,1.0
東京都目黒区三田２丁目,1.005
東京都目黒区上目黒１丁目,1.0
東京都目黒区上目黒２丁目,1.0
東京都目黒区上目黒３丁目,1.0125
東京都目黒区上目黒４丁目,1.0
東京都目黒区上目黒５丁目,1.0
東京都目黒区下目黒１丁目,1.0
東京都目黒区下目黒２丁目,1.0066666666666666
東京都目黒区下目黒３丁目,1.0
東京都目黒区下目黒５丁目,1.0
東京都目黒区下目黒６丁目,1.0266666666666666
東京都目黒区中央町１丁目,1.0
東京都目黒区中央町２丁目,1.0
東京都目黒区中根１丁目,1.0
東京都目黒区中根２丁目,1.0
東京都目黒区中町１丁目,1.0
東京都目黒区中町２丁目,1.0
東京都目黒区中目黒１丁目,1.0
東京都目黒区中目黒２丁目,1.0
東京都目黒区中目黒３丁目,1.0
東京都目黒区中目黒４丁目,1.0458333333333334
東京都目黒区中目黒５丁目,1.0
東京都目黒区五本木２丁目,1.0
東京都目黒区五本木３丁目,1.0
東京都目黒区八雲１丁目,1.0
東京都目黒区八雲２丁目,1.0
東京都目黒区八雲３丁目,1.0
東京都目黒区八雲４丁目,1.0
東京都目黒区八雲５丁目,1.0
東京都目黒区南２丁目,1.0
東京都目黒区原町１丁目,1.0
東京都目黒区大岡山１丁目,1.0125
東京都目黒区大岡山２丁目,1.0
東京都目黒区大橋１丁目,1.0
東京都目黒区大橋２丁目,1.011764705882353
東京都目黒区平町１丁目,1.0
東京都目黒区平町２丁目,1.0
東京都目黒区東が丘１丁目,1.0
東京都目黒区東山１丁目,1.0235294117647058
東京都目黒区東山２丁目,1.0
東京都目黒区東山３丁目,1.0
東京都目黒区柿の木坂１丁目,1.0
東京都目黒区柿の木坂２丁目,1.0
東京都目黒区柿の木坂３丁目,1.0
東京都目黒区洗足２丁目,1.0
東京都目黒区目黒本町１丁目,1.0
東京都目黒区目黒本町２丁目,1.0
東京都目黒区目黒本町３丁目,1.0
東京都目黒区目黒本町４丁目,1.0
東京都目黒区目黒本町５丁目,1.0
東京都目黒区目黒本町６丁目,1.0
東京都目黒区目黒１丁目,1.0
東京都目黒区目黒２丁目,1.005
東京都目黒区目黒３丁目,1.0214285714285714
東京都目黒区碑文谷１丁目,1.0
東京都目黒区碑文谷２丁目,1.0
東京都目黒区碑文谷３丁目,1.05
東京都目黒区碑文谷４丁目,1.0
東京都目黒区碑文谷５丁目,1.0
東京都目黒区碑文谷６丁目,1.0
東京都目黒区祐天寺１丁目,1.0
東京都目黒区祐天寺２丁目,1.0
東京都目黒区緑が丘１丁目,1.025
東京都目黒区緑が丘２丁目,1.0071428571428571
東京都目黒区自由が丘２丁目,1.0
東京都目黒区自由が丘３丁目,1.0
東京都目黒区青葉台１丁目,1.0
東京都目黒区青葉台２丁目,1.0
東京都目黒区青葉台３丁目,1.0
東京都目黒区青葉台４丁目,1.0
東京都目黒区駒場１丁目,1.0083333333333333
東京都目黒区駒場４丁目,1.0
東京都目黒区鷹番１丁目,1.0
東京都目黒区鷹番２丁目,1.0
東京都目黒区鷹番３丁目,1.0
東京都練馬区上石神井１丁目,1.0
東京都練馬区上石神井２丁目,1.0
東京都練馬区上石神井３丁目,1.022222222222222
東京都練馬区上石神井４丁目,1.0
東京都練馬区下石神井１丁目,1.0
東京都練馬区下石神井３丁目,1.0
東京都練馬区下石神井６丁目,1.0
東京都練馬区中村北１丁目,1.01875
東京都練馬区中村北２丁目,1.05
東京都練馬区中村北３丁目,1.0
東京都練馬区中村北４丁目,1.0035714285714286
東京都練馬区中村南１丁目,1.0
東京都練馬区中村南３丁目,1.0
東京都練馬区中村１丁目,1.0125
東京都練馬区中村２丁目,1.0
東京都練馬区中村３丁目,1.0
東京都練馬区光が丘１丁目,1.0
東京都練馬区光が丘３丁目,1.0
東京都練馬区光が丘５丁目,1.0
東京都練馬区光が丘６丁目,1.0
東京都練馬区光が丘７丁目,1.0
東京都練馬区北町１丁目,1.0
東京都練馬区北町２丁目,1.0
東京都練馬区北町３丁目,1.0
東京都練馬区北町５丁目,1.0
東京都練馬区北町６丁目,1.0
東京都練馬区北町８丁目,1.0
東京都練馬区南大泉１丁目,1.0
東京都練馬区南大泉２丁目,1.0
東京都練馬区南大泉４丁目,1.0
東京都練馬区南田中１丁目,1.0
東京都練馬区南田中２丁目,1.0
東京都練馬区南田中５丁目,1.0
東京都練馬区向山１丁目,1.0
東京都練馬区土支田２丁目,1.05
東京都練馬区大泉学園町４丁目,1.0
東京都練馬区大泉学園町５丁目,1.0
東京都練馬区大泉学園町７丁目,1.0
東京都練馬区大泉学園町８丁目,1.0
東京都練馬区大泉町４丁目,1.0
東京都練馬区富士見台１丁目,1.0
東京都練馬区富士見台３丁目,1.0
東京都練馬区小竹町１丁目,1.0
東京都練馬区平和台１丁目,1.0
東京都練馬区平和台２丁目,1.0
東京都練馬区平和台３丁目,1.0166666666666666
東京都練馬区平和台４丁目,1.0
東京都練馬区早宮１丁目,1.0
東京都練馬区早宮２丁目,1.0
東京都練馬区早宮３丁目,1.0
東京都練馬区早宮４丁目,1.0
東京都練馬区旭丘１丁目,1.0
東京都練馬区旭丘２丁目,1.25
東京都練馬区旭町１丁目,1.0
東京都練馬区旭町２丁目,1.0
東京都練馬区旭町３丁目,1.0
東京都練馬区春日町１丁目,1.0
東京都練馬区春日町２丁目,1.0
東京都練馬区春日町３丁目,1.0
東京都練馬区春日町４丁目,1.0
東京都練馬区春日町５丁目,1.0
東京都練馬区春日町６丁目,1.0
東京都練馬区東大泉１丁目,1.0
東京都練馬区東大泉２丁目,1.05
東京都練馬区東大泉４丁目,1.0
東京都練馬区東大泉５丁目,1.0166666666666666
東京都練馬区東大泉６丁目,1.0
東京都練馬区東大泉７丁目,1.0
東京都練馬区栄町,1.0
東京都練馬区桜台１丁目,1.0
東京都練馬区桜台３丁目,1.0
東京都練馬区桜台４丁目,1.0
東京都練馬区桜台６丁目,1.0
東京都練馬区氷川台２丁目,1.0083333333333333
東京都練馬区氷川台３丁目,1.0
東京都練馬区氷川台４丁目,1.02
東京都練馬区田柄１丁目,1.0
東京都練馬区田柄２丁目,1.0
東京都練馬区田柄３丁目,1.025
東京都練馬区田柄５丁目,1.0
東京都練馬区石神井台１丁目,1.0
東京都練馬区石神井台４丁目,1.025
東京都練馬区石神井台５丁目,1.0
東京都練馬区石神井台８丁目,1.0
東京都練馬区石神井町１丁目,1.0
東京都練馬区石神井町２丁目,1.0
東京都練馬区石神井町３丁目,1.0
東京都練馬区石神井町４丁目,1.0
東京都練馬区石神井町５丁目,1.0
東京都練馬区石神井町６丁目,1.0
東京都練馬区石神井町７丁目,1.0
東京都練馬区立野町,1.0125
東京都練馬区練馬１丁目,1.0
東京都練馬区練馬３丁目,1.0
東京都練馬区練馬４丁目,1.0375
東京都練馬区羽沢１丁目,1.0
東京都練馬区羽沢２丁目,1.0
東京都練馬区羽沢３丁目,1.0
東京都練馬区西大泉１丁目,1.0
東京都練馬区西大泉４丁目,1.0
東京都練馬区谷原１丁目,1.0
東京都練馬区谷原２丁目,1.0
東京都練馬区谷原３丁目,1.0
東京都練馬区谷原５丁目,1.0
東京都練馬区豊玉上１丁目,1.0
東京都練馬区豊玉上２丁目,1.0
東京都練馬区豊玉中１丁目,1.0
東京都練馬区豊玉中２丁目,1.0
東京都練馬区豊玉中３丁目,1.0
東京都練馬区豊玉中４丁目,1.0
東京都練馬区豊玉北２丁目,1.0
東京都練馬区豊玉北３丁目,1.0
東京都練馬区豊玉北４丁目,1.0
東京都練馬区豊玉北５丁目,1.0
東京都練馬区豊玉北６丁目,1.0
東京都練馬区豊玉南１丁目,1.0
東京都練馬区豊玉南２丁目,1.0
東京都練馬区豊玉南３丁目,1.0
東京都練馬区貫井１丁目,1.003125
東京都練馬区貫井２丁目,1.0166666666666666
東京都練馬区貫井３丁目,1.0
東京都練馬区貫井４丁目,1.0125
東京都練馬区貫井５丁目,1.05
東京都練馬区錦１丁目,1.0
東京都練馬区関町北１丁目,1.0
東京都練馬区関町北２丁目,1.0
東京都練馬区関町北３丁目,1.0
東京都練馬区関町北４丁目,1.0
東京都練馬区関町北５丁目,1.0
東京都練馬区関町南１丁目,1.0
東京都練馬区関町南２丁目,1.0
東京都練馬区関町南３丁目,1.0
東京都練馬区関町南４丁目,1.0
東京都練馬区関町東１丁目,1.0
東京都練馬区関町東２丁目,1.0
東京都練馬区高松１丁目,1.05
東京都練馬区高松３丁目,1.0
東京都練馬区高松５丁目,1.0
東京都練馬区高松６丁目,1.0
東京都練馬区高野台１丁目,1.0
東京都練馬区高野台２丁目,1.0066666666666666
東京都練馬区高野台３丁目,1.0
東京都練馬区高野台４丁目,1.0
東京都練馬区高野台５丁目,1.0
東京都荒川区南千住１丁目,1.0
東京都荒川区南千住２丁目,1.0
東京都荒川区南千住３丁目,1.0
東京都荒川区南千住５丁目,1.0
東京都荒川区南千住６丁目,1.0
東京都荒川区南千住７丁目,1.0057142857142858
東京都荒川区南千住８丁目,1.0
東京都荒川区東尾久１丁目,1.0
東京都荒川区東尾久２丁目,1.0
東京都荒川区東尾久３丁目,1.0
東京都荒川区東尾久４丁目,1.0
東京都荒川区東尾久５丁目,1.0
東京都荒川区東尾久６丁目,1.0
東京都荒川区東尾久８丁目,1.0
東京都荒川区東日暮里１丁目,1.0
東京都荒川区東日暮里２丁目,1.0
東京都荒川区東日暮里３丁目,1.0
東京都荒川区東日暮里４丁目,1.0
東京都荒川区東日暮里５丁目,1.0
東京都荒川区東日暮里６丁目,1.0289473684210526
東京都荒川区町屋１丁目,1.0
東京都荒川区町屋２丁目,1.0
東京都荒川区町屋３丁目,1.0
東京都荒川区町屋４丁目,1.0
東京都荒川区町屋５丁目,1.0
東京都荒川区町屋６丁目,1.0
東京都荒川区町屋７丁目,1.0
東京都荒川区町屋８丁目,1.0
東京都荒川区荒川１丁目,1.0125
東京都荒川区荒川３丁目,1.0
東京都荒川区荒川４丁目,1.0138888888888888
東京都荒川区荒川５丁目,1.0
東京都荒川区荒川６丁目,1.0
東京都荒川区荒川７丁目,1.0
東京都荒川区荒川８丁目,1.0
東京都荒川区西尾久１丁目,1.0
東京都荒川区西尾久４丁目,1.0
東京都荒川区西尾久５丁目,1.0
東京都荒川区西尾久６丁目,1.0
東京都荒川区西尾久７丁目,1.0
東京都荒川区西尾久８丁目,1.0
東京都荒川区西日暮里１丁目,1.0
東京都荒川区西日暮里２丁目,1.0034482758620689
東京都荒川区西日暮里３丁目,1.0
東京都荒川区西日暮里４丁目,1.0
東京都荒川区西日暮里５丁目,1.0
東京都荒川区西日暮里６丁目,1.0
東京都葛飾区お花茶屋１丁目,1.0
東京都葛飾区お花茶屋２丁目,1.0
東京都葛飾区お花茶屋３丁目,1.0
東京都葛飾区亀有１丁目,1.0
東京都葛飾区亀有２丁目,1.0
東京都葛飾区亀有３丁目,1.0
東京都葛飾区亀有４丁目,1.0
東京都葛飾区亀有５丁目,1.0
東京都葛飾区南水元１丁目,1.0
東京都葛飾区南水元３丁目,1.0
東京都葛飾区四つ木１丁目,1.0
東京都葛飾区四つ木２丁目,1.0
東京都葛飾区四つ木４丁目,1.0
東京都葛飾区四つ木５丁目,1.0
東京都葛飾区堀切１丁目,1.0
東京都葛飾区堀切２丁目,1.0
東京都葛飾区堀切３丁目,1.0
東京都葛飾区堀切４丁目,1.0
東京都葛飾区堀切５丁目,1.0
東京都葛飾区堀切７丁目,1.0
東京都葛飾区堀切８丁目,1.0
東京都葛飾区奥戸１丁目,1.0
東京都葛飾区奥戸２丁目,1.0
東京都葛飾区奥戸４丁目,1.0
東京都葛飾区奥戸５丁目,1.0
東京都葛飾区奥戸６丁目,1.0
東京都葛飾区奥戸７丁目,1.0
東京都葛飾区奥戸９丁目,1.0
東京都葛飾区宝町１丁目,1.0
東京都葛飾区宝町２丁目,1.0
東京都葛飾区小菅１丁目,1.0
東京都葛飾区小菅２丁目,1.0
東京都葛飾区小菅４丁目,1.0
東京都葛飾区新宿１丁目,1.0
東京都葛飾区新宿３丁目,1.0
東京都葛飾区新宿４丁目,1.0
東京都葛飾区新宿６丁目,1.0120689655172417
東京都葛飾区新小岩１丁目,1.0
東京都葛飾区新小岩２丁目,1.0384615384615383
東京都葛飾区新小岩３丁目,1.0
東京都葛飾区新小岩４丁目,1.0
東京都葛飾区東四つ木１丁目,1.0
東京都葛飾区東四つ木２丁目,1.0
東京都葛飾区東四つ木３丁目,1.0
東京都葛飾区東四つ木４丁目,1.0
東京都葛飾区東堀切１丁目,1.0
東京都葛飾区東堀切２丁目,1.0
東京都葛飾区東堀切３丁目,1.0
東京都葛飾区東新小岩１丁目,1.0
東京都葛飾区東新小岩２丁目,1.0
東京都葛飾区東新小岩３丁目,1.0
東京都葛飾区東新小岩５丁目,1.0
東京都葛飾区東新小岩６丁目,1.0
東京都葛飾区東新小岩７丁目,1.0
東京都葛飾区東新小岩８丁目,1.0
東京都葛飾区東水元１丁目,1.0
東京都葛飾区東水元５丁目,1.0
東京都葛飾区東立石１丁目,1.0
東京都葛飾区東立石２丁目,1.0
東京都葛飾区東立石３丁目,1.0
東京都葛飾区東立石４丁目,1.0
東京都葛飾区東金町１丁目,1.0
東京都葛飾区東金町３丁目,1.0
東京都葛飾区東金町４丁目,1.0
東京都葛飾区東金町５丁目,1.0
東京都葛飾区東金町６丁目,1.0
東京都葛飾区東金町７丁目,1.0
東京都葛飾区柴又１丁目,1.0
東京都葛飾区柴又２丁目,1.0
東京都葛飾区柴又３丁目,1.0
東京都葛飾区柴又４丁目,1.0
東京都葛飾区柴又５丁目,1.0
東京都葛飾区水元３丁目,1.0
東京都葛飾区白鳥１丁目,1.0
東京都葛飾区白鳥２丁目,1.0
東京都葛飾区白鳥３丁目,1.0
東京都葛飾区白鳥４丁目,1.0
東京都葛飾区立石１丁目,1.0
東京都葛飾区立石２丁目,1.0
東京都葛飾区立石３丁目,1.0
東京都葛飾区立石４丁目,1.0
東京都葛飾区立石５丁目,1.0
東京都葛飾区立石６丁目,1.0
東京都葛飾区立石７丁目,1.0
東京都葛飾区立石８丁目,1.0
東京都葛飾区細田１丁目,1.0
東京都葛飾区細田３丁目,1.0
東京都葛飾区西亀有１丁目,1.0
東京都葛飾区西亀有２丁目,1.0
東京都葛飾区西亀有３丁目,1.0
東京都葛飾区西亀有４丁目,1.0
東京都葛飾区西新小岩１丁目,1.03
東京都葛飾区西新小岩３丁目,1.0
東京都葛飾区西新小岩４丁目,1.0
東京都葛飾区西新小岩５丁目,1.0
東京都葛飾区西水元１丁目,1.0
東京都葛飾区金町１丁目,1.0
東京都葛飾区金町２丁目,1.0
東京都葛飾区金町３丁目,1.0
東京都葛飾区金町４丁目,1.0
東京都葛飾区金町６丁目,1.0
東京都葛飾区鎌倉１丁目,1.0
東京都葛飾区鎌倉２丁目,1.0
東京都葛飾区鎌倉３丁目,1.0
東京都葛飾区鎌倉４丁目,1.05
東京都葛飾区青戸１丁目,1.0
東京都葛飾区青戸２丁目,1.0
東京都葛飾区青戸３丁目,1.0
東京都葛飾区青戸４丁目,1.0
東京都葛飾区青戸５丁目,1.0
東京都葛飾区青戸６丁目,1.0
東京都葛飾区青戸７丁目,1.0029411764705882
東京都葛飾区青戸８丁目,1.0
東京都葛飾区高砂１丁目,1.02
東京都葛飾区高砂２丁目,1.0
東京都葛飾区高砂３丁目,1.0
東京都葛飾区高砂５丁目,1.0
東京都葛飾区高砂６丁目,1.0
東京都葛飾区高砂７丁目,1.0
東京都葛飾区高砂８丁目,1.0
東京都豊島区上池袋１丁目,1.0
東京都豊島区上池袋２丁目,1.0
東京都豊島区上池袋３丁目,1.0
東京都豊島区上池袋４丁目,1.0
東京都豊島区北大塚１丁目,1.0
東京都豊島区北大塚２丁目,1.0
東京都豊島区北大塚３丁目,1.0
東京都豊島区千川２丁目,1.0
東京都豊島区千早１丁目,1.0
東京都豊島区千早２丁目,1.0
東京都豊島区千早４丁目,1.0
東京都豊島区南大塚１丁目,1.0
東京都豊島区南大塚２丁目,1.025
東京都豊島区南大塚３丁目,1.0107142857142857
東京都豊島区南池袋１丁目,1.00625
東京都豊島区南池袋２丁目,1.0454545454545454
東京都豊島区南長崎１丁目,1.0
東京都豊島区南長崎３丁目,1.0
東京都豊島区南長崎４丁目,1.0
東京都豊島区南長崎５丁目,1.0
東京都豊島区南長崎６丁目,1.0
東京都豊島区巣鴨１丁目,1.0
東京都豊島区巣鴨２丁目,1.0
東京都豊島区巣鴨３丁目,1.0
東京都豊島区巣鴨４丁目,1.0052631578947369
東京都豊島区巣鴨５丁目,1.0
東京都豊島区東池袋１丁目,1.0
東京都豊島区東池袋２丁目,1.002
東京都豊島区東池袋３丁目,1.008823529411765
東京都豊島区東池袋４丁目,1.0208333333333333
東京都豊島区東池袋５丁目,1.0277777777777777
東京都豊島区池袋本町１丁目,1.0
東京都豊島区池袋本町２丁目,1.0
東京都豊島区池袋本町３丁目,1.0
東京都豊島区池袋本町４丁目,1.0
東京都豊島区池袋１丁目,1.0
東京都豊島区池袋２丁目,1.0
東京都豊島区池袋３丁目,1.0157894736842106
東京都豊島区池袋４丁目,1.0
東京都豊島区目白１丁目,1.0
東京都豊島区目白２丁目,1.0
東京都豊島区目白３丁目,1.0
東京都豊島区目白４丁目,1.0
東京都豊島区目白５丁目,1.0
東京都豊島区西巣鴨１丁目,1.005
東京都豊島区西巣鴨２丁目,1.0
東京都豊島区西巣鴨３丁目,1.0
東京都豊島区西巣鴨４丁目,1.0
東京都豊島区西池袋２丁目,1.0
東京都豊島区西池袋３丁目,1.0
東京都豊島区西池袋４丁目,1.0125
東京都豊島区西池袋５丁目,1.0375
東京都豊島区要町１丁目,1.0
東京都豊島区要町３丁目,1.0
東京都豊島区長崎１丁目,1.0
東京都豊島区長崎２丁目,1.0
東京都豊島区長崎４丁目,1.0
東京都豊島区長崎５丁目,1.0
東京都豊島区長崎６丁目,1.05
東京都豊島区雑司が谷１丁目,1.0
東京都豊島区雑司が谷２丁目,1.0
東京都豊島区雑司が谷３丁目,1.0
東京都豊島区駒込１丁目,1.0
東京都豊島区駒込２丁目,1.0
東京都豊島区駒込３丁目,1.0
東京都豊島区駒込４丁目,1.01875
東京都豊島区駒込６丁目,1.0
東京都豊島区高松１丁目,1.0
東京都豊島区高田１丁目,1.0
東京都豊島区高田２丁目,1.0136363636363637
東京都豊島区高田３丁目,1.0
東京都足立区一ツ家２丁目,1.0
東京都足立区一ツ家３丁目,1.0
東京都足立区中央本町１丁目,1.0
東京都足立区中央本町２丁目,1.0
東京都足立区中央本町３丁目,1.0
東京都足立区中央本町４丁目,1.0
